FIPS,School District Name,County Names,State,LEA,SchoolDigger Number of Stars Elementary,SchoolDigger Number of Stars High,SchoolDigger Number of Stars Middle,SchoolDigger Rank Elementary,SchoolDigger Rank High,SchoolDigger Rank Middle,SchoolDigger Rank Of Elementary,SchoolDigger Rank Of High,SchoolDigger Rank Of Middle,Number of All students,% White students,% Black students,% Asian students,% Hispanic students,% American Indian/Alaska Native students,% Hawaiian Native/Pacific Islander students,% students with Two or More Races,Total Student membership/Full-Time-Equvalent teachers,Number of Charter schools,% Students Receiving Free or DisNumbered Lunch,Number of Magnet schools,Number of Virtual schools
1804500,Wes-Del Community Schools,Delaware County,Indiana,4500,2,1,2,537,306,319,1031,389,470,883,90.3,0.1,0.6,5.7,0,0,3.4,13.43333333,0,0,0,0
1907170,Cherokee Community School District,Cherokee County,Iowa,7170,2,5,3,323,21,142,567,320,318,1099,86.3,1.5,1.4,6.9,0,0,3.9,15.13333333,0,0,0,0
1919650,Monticello Community School District,Delaware County,Iowa,19650,2,5,2,366,18,191,567,320,318,1066,91.5,2.1,0.6,3.4,0,0,2.5,13.6,0,0,0,0
1919650,Monticello Community School District,Dubuque County,Iowa,19650,2,5,2,366,18,191,567,320,318,1066,91.5,2.1,0.6,3.4,0,0,2.5,13.6,0,0,0,0
1919650,Monticello Community School District,Jones County,Iowa,19650,2,5,2,366,18,191,567,320,318,1066,91.5,2.1,0.6,3.4,0,0,2.5,13.6,0,0,0,0
1919650,Monticello Community School District,Linn County,Iowa,19650,2,5,2,366,18,191,567,320,318,1066,91.5,2.1,0.6,3.4,0,0,2.5,13.6,0,0,0,0
1900021,Okoboji Community School District,Clay County,Iowa,21,2,4,4,295,57,70,567,320,318,1056,92.5,0.4,0.8,3.4,0,0,2.9,13.63333333,0,0,0,0
1900021,Okoboji Community School District,Dickinson County,Iowa,21,2,4,4,295,57,70,567,320,318,1056,92.5,0.4,0.8,3.4,0,0,2.9,13.63333333,0,0,0,0
1930990,West Liberty Community School District,Cedar County,Iowa,30990,2,1,1,395,288,287,567,320,318,1435,42.3,0.6,1.5,54.3,0,0,1.3,13.4,0,0,0,0
1930990,West Liberty Community School District,Johnson County,Iowa,30990,2,1,1,395,288,287,567,320,318,1435,42.3,0.6,1.5,54.3,0,0,1.3,13.4,0,0,0,0
1930990,West Liberty Community School District,Muscatine County,Iowa,30990,2,1,1,395,288,287,567,320,318,1435,42.3,0.6,1.5,54.3,0,0,1.3,13.4,0,0,0,0
2000016,Marysville Unified School District 364,Marshall County,Kansas,16,2,2,2,392,212,242,667,325,368,829,87.2,0.5,0.7,5.9,0,0,5.7,13.05,0,0,0,0
2000016,Marysville Unified School District 364,Washington County,Kansas,16,2,2,2,392,212,242,667,325,368,829,87.2,0.5,0.7,5.9,0,0,5.7,13.05,0,0,0,0
2100540,Bourbon County School District,Bourbon County,Kentucky,540,2,3,3,437.3333333,96,136,696,282,332,2939,78.2,3,0.4,15.3,0,0,3.1,18.08333333,0,0,0,0
2100930,Campbellsville Independent School District,Taylor County,Kentucky,930,2,4,1,433,47,249,696,282,332,1115,73,9.2,1.3,3.9,0,0,12.6,13.975,0,0,0,0
2102460,Hancock County School District,Hancock County,Kentucky,2460,2,2,4,402,186,73,696,282,332,1700,94,0.8,0.9,2.4,0,0,1.9,15.8,0,0,0,0
2102910,Jackson Independent School District,Breathitt County,Kentucky,2910,2,5,4,438,3,36,696,282,332,354,98.3,0,1.7,0,0,0,0,16.2,0,0,0,0
2105940,Williamstown Independent School District,Grant County,Kentucky,5940,2,3,2,396,87,200,696,282,332,896,92.4,0.7,0.8,3.7,0,0,2.5,19.2,0,0,0,0
2502160,Athol-Royalston School District,Worcester County,Massachusetts,2160,2,1,1,546,276,362,942,354,498,1500,85,1.5,1.1,8.7,0,0,3.7,13.2,0,0,0,0
2506420,Hull School District,Plymouth County,Massachusetts,6420,2,3,4,627,149,86,942,354,498,892,95,1.7,0.8,1.1,0,0,1.5,10.4,0,0,0,0
2510170,Rockland School District,Plymouth County,Massachusetts,10170,2,2,2,538.6666667,236,276,942,354,498,2193,77.4,5,1.1,13,0,0,3.5,12.36,0,0,0,0
2510200,Rockport School District,Essex County,Massachusetts,10200,2,3,3,490,125,183,942,354,498,904,96.9,0.3,1.4,1.2,0,0,0.1,10.26666667,0,0,0,0
2604530,Belding Area School District,Ionia County,Michigan,4530,2,2,2,916,414,538,1407,666,791,1789,84.4,0.7,0.5,11.3,0,0,3.1,18.75,0,0,0,0
2604530,Belding Area School District,Kent County,Michigan,4530,2,2,2,916,414,538,1407,666,791,1789,84.4,0.7,0.5,11.3,0,0,3.1,18.75,0,0,0,0
2604530,Belding Area School District,Montcalm County,Michigan,4530,2,2,2,916,414,538,1407,666,791,1789,84.4,0.7,0.5,11.3,0,0,3.1,18.75,0,0,0,0
2623520,Mendon Community School District,Kalamazoo County,Michigan,23520,2,2,2,874,420,530,1407,666,791,538,91.8,3,0.9,3,0,0,1.3,15.2,0,0,0,0
2623520,Mendon Community School District,St. Joseph County,Michigan,23520,2,2,2,874,420,530,1407,666,791,538,91.8,3,0.9,3,0,0,1.3,15.2,0,0,0,0
2719320,Medford Public School District,Rice County,Minnesota,19320,2,3,2,586,171,307,859,492,530,911,79.5,0.4,1,15.7,0,0,3.4,16.05,0,0,0,0
2719320,Medford Public School District,Steele County,Minnesota,19320,2,3,2,586,171,307,859,492,530,911,79.5,0.4,1,15.7,0,0,3.4,16.05,0,0,0,0
2719320,Medford Public School District,Waseca County,Minnesota,19320,2,3,2,586,171,307,859,492,530,911,79.5,0.4,1,15.7,0,0,3.4,16.05,0,0,0,0
2723010,Mountain Lake Public Schools,Cottonwood County,Minnesota,23010,2,2,4,431,305,140,859,492,530,515,56.3,1.4,13,24.1,0,0,5.2,13.8,0,0,0,0
2723010,Mountain Lake Public Schools,Jackson County,Minnesota,23010,2,2,4,431,305,140,859,492,530,515,56.3,1.4,13,24.1,0,0,5.2,13.8,0,0,0,0
2723010,Mountain Lake Public Schools,Watonwan County,Minnesota,23010,2,2,4,431,305,140,859,492,530,515,56.3,1.4,13,24.1,0,0,5.2,13.8,0,0,0,0
2741430,Wabasso Public School District,Redwood County,Minnesota,41430,2,2,3,448,283,209,859,492,530,395,95.9,0,1,1.8,0,0,1.3,12.5,0,0,0,0
2803180,Newton Municipal School,Newton County,Mississippi,3180,2,2,2,238,160,148,397,233,264,980,7.7,89.8,0.8,0.7,0,0,1,13.96666667,0,0,0,0
2804800,Yazoo County School District,Yazoo County,Mississippi,4800,2,1,2,247.5,171,182,397,233,264,1514,42.7,50.8,0.7,1.2,0,0,4.6,14.675,0,0,0,0
2913320,Greenfield R-IV School District,Dade County,Missouri,13320,2,1,4,625,373,65,1039,419,555,455,92.5,0.7,0.9,1.3,0,0,4.6,11.45,0,0,0,0
2921875,New Bloomfield R-III School District,Callaway County,Missouri,21875,2,4,2,673,60,291,1039,419,555,652,95.2,1.2,0.8,0.6,0,0,2.1,12.8,0,0,0,0
3174850,O'Neill Public Schools,Holt County,Nebraska,74850,2,2,2,288,138,152,452,217,247,832,78.4,0.5,1.3,17.1,0,0,2.8,11.65,0,0,0,0
3417310,Weehawken Township School District,Hudson County,New Jersey,17310,2,2,2,883,281,387,1353,415,716,1343,30.4,4.5,9.1,55.1,0,0,0.9,11.16666667,0,0,0,0
3703210,Mount Airy City Schools,Surry County,North Carolina,3210,2,4,4,1023,113,175,1461,510,723,1628,65.2,8.8,1.2,19.6,0,0,5.1,15.15,0,0,0,0
3904369,Cambridge City School District,Guernsey County,Ohio,4369,2,2,2,1002,469,594,1676,836,1050,1886,93.3,1.6,0.2,0.9,0,0,4,16.35,0,0,0,0
3904931,Columbus Grove Local School District,Allen County,Ohio,4931,2,5,4,892,42,121,1676,836,1050,837,92.1,0.6,0.7,5.6,0,0,1,17.7,0,0,0,0
3904931,Columbus Grove Local School District,Putnam County,Ohio,4931,2,5,4,892,42,121,1676,836,1050,837,92.1,0.6,0.7,5.6,0,0,1,17.7,0,0,0,0
3904382,Coshocton City School District,Coshocton County,Ohio,4382,2,2,2,888,517,689,1676,836,1050,1514,90.2,3,0.3,1.4,0,0,5.2,14.75,0,0,0,0
3904912,Eastern Local School District,Jackson County,Ohio,4912,2,1,2,911,591,550,1676,836,1050,799,95.2,1,0.9,1.4,0,0,1.5,14.6,0,0,0,0
3904912,Eastern Local School District,Pike County,Ohio,4912,2,1,2,911,591,550,1676,836,1050,799,95.2,1,0.9,1.4,0,0,1.5,14.6,0,0,0,0
3904912,Eastern Local School District,Scioto County,Ohio,4912,2,1,2,911,591,550,1676,836,1050,799,95.2,1,0.9,1.4,0,0,1.5,14.6,0,0,0,0
3904399,Fostoria City School District,Hancock County,Ohio,4399,2,1,1,1105,666,756,1676,836,1050,1816,55.8,5,0.5,22.1,0,0,16.7,15.9,0,0,0,0
3904399,Fostoria City School District,Seneca County,Ohio,4399,2,1,1,1105,666,756,1676,836,1050,1816,55.8,5,0.5,22.1,0,0,16.7,15.9,0,0,0,0
3904399,Fostoria City School District,Wood County,Ohio,4399,2,1,1,1105,666,756,1676,836,1050,1816,55.8,5,0.5,22.1,0,0,16.7,15.9,0,0,0,0
4215510,Minersville Area School District,Schuylkill County,Pennsylvania,15510,2,2,2,1057,476,519,1536,688,884,1138,89.2,2.5,0.6,4.1,0,0,3.5,17.53333333,0,0,0,0
4221910,South Allegheny School District,Allegheny County,Pennsylvania,21910,2,1,2,963,490,611,1536,688,884,1537,84.5,5.6,0.3,1.1,0,0,8.5,13.73333333,0,0,0,0
4222410,Southmoreland School District,Fayette County,Pennsylvania,22410,2,3,4,793,289,110,1536,688,884,1867,95.8,1.2,0.4,0.9,0,0,1.8,14.3,0,0,0,0
4222410,Southmoreland School District,Westmoreland County,Pennsylvania,22410,2,3,4,793,289,110,1536,688,884,1867,95.8,1.2,0.4,0.9,0,0,1.8,14.3,0,0,0,0
4224090,Union City Area School District,Crawford County,Pennsylvania,24090,2,2,3,936,354,418,1536,688,884,1126,94.9,1.4,0.4,2,0,0,1.3,12.9,0,0,0,0
4224090,Union City Area School District,Erie County,Pennsylvania,24090,2,2,3,936,354,418,1536,688,884,1126,94.9,1.4,0.4,2,0,0,1.3,12.9,0,0,0,0
4225680,West Mifflin Area School District,Allegheny County,Pennsylvania,25680,2,1,2,932,499,587,1536,688,884,2779,63.2,24.2,0.8,2.6,0,0,9.2,15.92,0,0,0,0
4502370,Greenwood School District 51,Abbeville County,South Carolina,2370,2,3,2,365,90,175,637,222,311,956,72.9,16.1,0.4,5.3,0,0,5.2,14.66666667,0,0,0,0
4502370,Greenwood School District 51,Greenwood County,South Carolina,2370,2,3,2,365,90,175,637,222,311,956,72.9,16.1,0.4,5.3,0,0,5.2,14.66666667,0,0,0,0
4502370,Greenwood School District 51,Laurens County,South Carolina,2370,2,3,2,365,90,175,637,222,311,956,72.9,16.1,0.4,5.3,0,0,5.2,14.66666667,0,0,0,0
4703540,Richard City Special School District,Marion County,Tennessee,3540,2,2,1,533,184,412,985,342,574,272,88.2,7.7,1.5,1.1,0,0,1.5,15.3,0,0,0,0
4809300,Ballinger Independent School District,Runnels County,Texas,9300,2,2,1,2259,1055,1575,4421,1839,2122,901,50.2,1.2,0.4,46.6,0,0,1.6,11.06666667,0,0,0,0
4812640,Cameron Independent School District,Milam County,Texas,12640,2,2,3,2582,1220,900,4421,1839,2122,1854,33.5,16.4,0.3,47.5,0,0,2.2,13.875,0,0,0,0
4846620,Yoakum Independent School District,DeWitt County,Texas,46620,2,1,1,2299,1303,1607,4421,1839,2122,1617,26.4,8,0.3,64.3,0,0,1,10.775,0,0,0,0
4846620,Yoakum Independent School District,Gonzales County,Texas,46620,2,1,1,2299,1303,1607,4421,1839,2122,1617,26.4,8,0.3,64.3,0,0,1,10.775,0,0,0,0
4846620,Yoakum Independent School District,Lavaca County,Texas,46620,2,1,1,2299,1303,1607,4421,1839,2122,1617,26.4,8,0.3,64.3,0,0,1,10.775,0,0,0,0
5100240,Appomattox County Public Schools,Appomattox County,Virginia,240,2,3,3,574,152,146,1102,327,421,2270,64.9,23.6,0.3,2.7,0,0,8.5,15.175,0,0,0,0
103420,Tuscumbia City School District,Colbert County,Alabama,3420,3,2,3,340,197,164,675,362,432,1480,69.5,27.9,0.3,1.6,0,0,0.7,17.25,0,0,0,0
504890,Danville School District,Yell County,Arkansas,4890,3,4,3,158,58,138,488,282,319,876,42.2,1.5,1.6,53.7,0,0,1,12.3,0,0,0,0
512180,Scranton School District,Logan County,Arkansas,12180,3,4,4,154,84,72,488,282,319,412,92.7,0.2,3.6,2.2,0,0,1.2,12.2,0,0,0,0
1700002,Casey-Westfield Community Unit School District 4C,Clark County,Illinois,2,3,4,4,820,209,299,2100,702,1380,880,95.8,1,0.5,2.2,0,0,0.6,15.45,0,0,0,0
1700002,Casey-Westfield Community Unit School District 4C,Coles County,Illinois,2,3,4,4,820,209,299,2100,702,1380,880,95.8,1,0.5,2.2,0,0,0.6,15.45,0,0,0,0
1700002,Casey-Westfield Community Unit School District 4C,Crawford County,Illinois,2,3,4,4,820,209,299,2100,702,1380,880,95.8,1,0.5,2.2,0,0,0.6,15.45,0,0,0,0
1700002,Casey-Westfield Community Unit School District 4C,Cumberland County,Illinois,2,3,4,4,820,209,299,2100,702,1380,880,95.8,1,0.5,2.2,0,0,0.6,15.45,0,0,0,0
1700002,Casey-Westfield Community Unit School District 4C,Jasper County,Illinois,2,3,4,4,820,209,299,2100,702,1380,880,95.8,1,0.5,2.2,0,0,0.6,15.45,0,0,0,0
1700044,Farmington Central Community Unit School District,Fulton County,Illinois,44,3,2,3,923,371,440,2100,702,1380,1375,94.2,0.3,0.3,2.5,0,0,2.7,15,0,0,0,0
1700044,Farmington Central Community Unit School District,Knox County,Illinois,44,3,2,3,923,371,440,2100,702,1380,1375,94.2,0.3,0.3,2.5,0,0,2.7,15,0,0,0,0
1700044,Farmington Central Community Unit School District,Peoria County,Illinois,44,3,2,3,923,371,440,2100,702,1380,1375,94.2,0.3,0.3,2.5,0,0,2.7,15,0,0,0,0
1718870,Heyworth Community Unit School District 4,De Witt County,Illinois,18870,3,4,4,755,198,270,2100,702,1380,931,92.3,0.3,0.4,4.4,0,0,2.6,15.45,0,0,0,0
1718870,Heyworth Community Unit School District 4,McLean County,Illinois,18870,3,4,4,755,198,270,2100,702,1380,931,92.3,0.3,0.4,4.4,0,0,2.6,15.45,0,0,0,0
1726710,Morrison Community Unit School District 6,Whiteside County,Illinois,26710,3,3,4,916,316,357,2100,702,1380,997,92,0.2,0.4,4.6,0,0,2.8,13.025,0,0,0,0
1732770,Princeville Community Unit School District 326,Marshall County,Illinois,32770,3,4,5,805,96,131,2100,702,1380,700,88.6,1.6,1.1,6.7,0,0,2,13,0,0,0,0
1732770,Princeville Community Unit School District 326,Peoria County,Illinois,32770,3,4,5,805,96,131,2100,702,1380,700,88.6,1.6,1.1,6.7,0,0,2,13,0,0,0,0
1733950,River Bend Community Unit District 2,Whiteside County,Illinois,33950,3,3,3,903,220,448,2100,702,1380,947,93.8,0.1,0.4,2.1,0,0,3.6,17.125,0,0,0,0
1701418,Salt Fork Community Unit School District 512,Edgar County,Illinois,1418,3,3,3,1006,347,571,2100,702,1380,898,95.3,1,1.4,1.6,0,0,0.7,14.45,0,0,0,0
1701418,Salt Fork Community Unit School District 512,Vermilion County,Illinois,1418,3,3,3,1006,347,571,2100,702,1380,898,95.3,1,1.4,1.6,0,0,0.7,14.45,0,0,0,0
1738130,Sullivan Community Unit School District 300,Coles County,Illinois,38130,3,3,3,824,331,654,2100,702,1380,1128,93.3,0.7,1,2,0,0,3,16.1,0,0,0,0
1738130,Sullivan Community Unit School District 300,Moultrie County,Illinois,38130,3,3,3,824,331,654,2100,702,1380,1128,93.3,0.7,1,2,0,0,3,16.1,0,0,0,0
1738130,Sullivan Community Unit School District 300,Shelby County,Illinois,38130,3,3,3,824,331,654,2100,702,1380,1128,93.3,0.7,1,2,0,0,3,16.1,0,0,0,0
1741280,Waverly Community Unit School District 6,Macoupin County,Illinois,41280,3,3,3,940,286,548,2100,702,1380,373,96,0.8,2.4,0.3,0,0,0.5,12.3,0,0,0,0
1741280,Waverly Community Unit School District 6,Morgan County,Illinois,41280,3,3,3,940,286,548,2100,702,1380,373,96,0.8,2.4,0.3,0,0,0.5,12.3,0,0,0,0
1741280,Waverly Community Unit School District 6,Sangamon County,Illinois,41280,3,3,3,940,286,548,2100,702,1380,373,96,0.8,2.4,0.3,0,0,0.5,12.3,0,0,0,0
1800900,Bremen Public Schools,Marshall County,Indiana,900,3,4,3,451,73,175,1031,389,470,1488,71.8,0.6,0.5,25.6,0,0,1.5,14.8,0,0,0,0
1801770,Randolph Central School Corporation,Randolph County,Indiana,1770,3,2,2,423.5,242,282,1031,389,470,1523,92.2,0.6,0.3,3.3,0,0,3.6,14.6,0,0,0,0
1914340,Hudson Community School District,Black Hawk County,Iowa,14340,3,4,4,266,41,95,567,320,318,752,91.4,0.1,0.5,3.3,0,0,4.7,15.35,0,0,0,0
1931800,Wilton Community School District,Cedar County,Iowa,31800,3,3,4,247,102,89,567,320,318,914,89.8,0.2,0.4,6.7,0,0,2.8,15.4,0,0,0,0
1931800,Wilton Community School District,Muscatine County,Iowa,31800,3,3,4,247,102,89,567,320,318,914,89.8,0.2,0.4,6.7,0,0,2.8,15.4,0,0,0,0
2003870,Beloit Unified School District 273,Cloud County,Kansas,3870,3,4,3,224,37,127,667,325,368,811,92.8,0.9,0.7,3.8,0,0,1.7,11.25,0,0,0,0
2003870,Beloit Unified School District 273,Jewell County,Kansas,3870,3,4,3,224,37,127,667,325,368,811,92.8,0.9,0.7,3.8,0,0,1.7,11.25,0,0,0,0
2003870,Beloit Unified School District 273,Mitchell County,Kansas,3870,3,4,3,224,37,127,667,325,368,811,92.8,0.9,0.7,3.8,0,0,1.7,11.25,0,0,0,0
2003870,Beloit Unified School District 273,Ottawa County,Kansas,3870,3,4,3,224,37,127,667,325,368,811,92.8,0.9,0.7,3.8,0,0,1.7,11.25,0,0,0,0
2010050,Oakley Unified School District 274,Gove County,Kansas,10050,3,5,2,268,18,210,667,325,368,462,88.1,0.2,0.9,9.1,0,0,1.7,14.16666667,0,0,0,0
2010050,Oakley Unified School District 274,Logan County,Kansas,10050,3,5,2,268,18,210,667,325,368,462,88.1,0.2,0.9,9.1,0,0,1.7,14.16666667,0,0,0,0
2010050,Oakley Unified School District 274,Sheridan County,Kansas,10050,3,5,2,268,18,210,667,325,368,462,88.1,0.2,0.9,9.1,0,0,1.7,14.16666667,0,0,0,0
2010050,Oakley Unified School District 274,Thomas County,Kansas,10050,3,5,2,268,18,210,667,325,368,462,88.1,0.2,0.9,9.1,0,0,1.7,14.16666667,0,0,0,0
2000030,Republic County-Hillcrest Rural Schools Unified Sc,Cloud County,Kansas,30,3,4,3,255,77,131,667,325,368,523,89.5,0.4,1,5.5,0,0,3.6,12.25,0,0,0,0
2000030,Republic County-Hillcrest Rural Schools Unified Sc,Jewell County,Kansas,30,3,4,3,255,77,131,667,325,368,523,89.5,0.4,1,5.5,0,0,3.6,12.25,0,0,0,0
2000030,Republic County-Hillcrest Rural Schools Unified Sc,Republic County,Kansas,30,3,4,3,255,77,131,667,325,368,523,89.5,0.4,1,5.5,0,0,3.6,12.25,0,0,0,0
2000030,Republic County-Hillcrest Rural Schools Unified Sc,Washington County,Kansas,30,3,4,3,255,77,131,667,325,368,523,89.5,0.4,1,5.5,0,0,3.6,12.25,0,0,0,0
2104680,Paintsville Independent School District,Johnson County,Kentucky,4680,3,5,4,235,28,69,696,282,332,794,97.4,0,1.5,0.6,0,0,0.5,15.8,0,0,0,0
2303290,Boothbay-Boothbay Harbor Community School District,Lincoln County,Maine,3290,3,2,,121,73,,254,114,,497,96.6,1.8,1.4,0.2,0,0,0,9.05,0,0,0,0
2505790,Hanover School District,Plymouth County,Massachusetts,5790,3,4,4,305,100,93,942,354,498,2610,94.7,0.8,2.2,1.8,0,0,0.5,13.24,0,0,0,0
2505940,Hatfield School District,Hampshire County,Massachusetts,5940,3,4,3,294,102,215,942,354,498,436,92,0.9,1.4,3.4,0,0,2.1,10.4,0,0,0,0
2507680,Mendon-Upton School District,Worcester County,Massachusetts,7680,3,4,3,371.5,72,175,942,354,498,2262,90.6,0.5,2.2,4,0,0,2.7,14.325,0,0,0,0
2508580,Newburyport School District,Essex County,Massachusetts,8580,3,4,3,442,40,157,942,354,498,2269,91.8,1.1,1.7,3.4,0,0,1.9,12.15,0,0,0,0
2620310,Kent City Community Schools,Kent County,Michigan,20310,3,3,3,635,253,346,1407,666,791,1294,74.7,0.5,0.9,21.9,0,0,2.2,21.225,0,0,0,0
2620310,Kent City Community Schools,Muskegon County,Michigan,20310,3,3,3,635,253,346,1407,666,791,1294,74.7,0.5,0.9,21.9,0,0,2.2,21.225,0,0,0,0
2620310,Kent City Community Schools,Newaygo County,Michigan,20310,3,3,3,635,253,346,1407,666,791,1294,74.7,0.5,0.9,21.9,0,0,2.2,21.225,0,0,0,0
2620310,Kent City Community Schools,Ottawa County,Michigan,20310,3,3,3,635,253,346,1407,666,791,1294,74.7,0.5,0.9,21.9,0,0,2.2,21.225,0,0,0,0
2629520,Reese Public Schools,Bay County,Michigan,29520,3,3,2,565,234,485,1407,666,791,796,89.1,1,0.5,5.8,0,0,3.6,17.86666667,0,0,0,0
2629520,Reese Public Schools,Saginaw County,Michigan,29520,3,3,2,565,234,485,1407,666,791,796,89.1,1,0.5,5.8,0,0,3.6,17.86666667,0,0,0,0
2629520,Reese Public Schools,Tuscola County,Michigan,29520,3,3,2,565,234,485,1407,666,791,796,89.1,1,0.5,5.8,0,0,3.6,17.86666667,0,0,0,0
2730150,Randolph Public School District,Dakota County,Minnesota,30150,3,2,1,378,316,446,859,492,530,662,95.3,0.6,0.6,2.1,0,0,1.4,17.2,0,0,0,0
2730150,Randolph Public School District,Goodhue County,Minnesota,30150,3,2,1,378,316,446,859,492,530,662,95.3,0.6,0.6,2.1,0,0,1.4,17.2,0,0,0,0
2732850,Sauk Centre Public School District,Pope County,Minnesota,32850,3,4,4,404,134,98,859,492,530,1084,90.1,0.4,0.6,7.5,0,0,1.4,16,0,0,0,0
2732850,Sauk Centre Public School District,Stearns County,Minnesota,32850,3,4,4,404,134,98,859,492,530,1084,90.1,0.4,0.6,7.5,0,0,1.4,16,0,0,0,0
2732850,Sauk Centre Public School District,Todd County,Minnesota,32850,3,4,4,404,134,98,859,492,530,1084,90.1,0.4,0.6,7.5,0,0,1.4,16,0,0,0,0
2733210,Sleepy Eye Public School District,Brown County,Minnesota,33210,3,2,3,409,343,182,859,492,530,618,62.1,1,1,35.1,0,0,0.8,14.35,0,0,0,0
2700005,United South Central School District,Faribault County,Minnesota,5,3,3,2,290,196,288,859,492,530,707,79.9,0.8,0.6,14.9,0,0,3.8,14.2,0,0,0,0
2700005,United South Central School District,Freeborn County,Minnesota,5,3,3,2,290,196,288,859,492,530,707,79.9,0.8,0.6,14.9,0,0,3.8,14.2,0,0,0,0
2700005,United South Central School District,Waseca County,Minnesota,5,3,3,2,290,196,288,859,492,530,707,79.9,0.8,0.6,14.9,0,0,3.8,14.2,0,0,0,0
2914280,Gasconade County R-I School District,Franklin County,Missouri,14280,3,4,4,413,52,134,1039,419,555,955,95.8,0.3,0.4,1.2,0,0,2.3,12.4,0,0,0,0
2914280,Gasconade County R-I School District,Gasconade County,Missouri,14280,3,4,4,413,52,134,1039,419,555,955,95.8,0.3,0.4,1.2,0,0,2.3,12.4,0,0,0,0
2914280,Gasconade County R-I School District,Montgomery County,Missouri,14280,3,4,4,413,52,134,1039,419,555,955,95.8,0.3,0.4,1.2,0,0,2.3,12.4,0,0,0,0
2914280,Gasconade County R-I School District,Warren County,Missouri,14280,3,4,4,413,52,134,1039,419,555,955,95.8,0.3,0.4,1.2,0,0,2.3,12.4,0,0,0,0
2923490,Palmyra R-I School District,Lewis County,Missouri,23490,3,4,1,456,103,391,1039,419,555,1105,93.8,0.9,0.5,1.1,0,0,3.7,12.93333333,0,0,0,0
2923490,Palmyra R-I School District,Marion County,Missouri,23490,3,4,1,456,103,391,1039,419,555,1105,93.8,0.9,0.5,1.1,0,0,3.7,12.93333333,0,0,0,0
2925210,Plato R-V School District,Laclede County,Missouri,25210,3,1,1,457,369,415,1039,419,555,539,95.2,0.4,1.3,0.4,0,0,2.8,13.25,0,0,0,0
2925210,Plato R-V School District,Pulaski County,Missouri,25210,3,1,1,457,369,415,1039,419,555,539,95.2,0.4,1.3,0.4,0,0,2.8,13.25,0,0,0,0
2925210,Plato R-V School District,Texas County,Missouri,25210,3,1,1,457,369,415,1039,419,555,539,95.2,0.4,1.3,0.4,0,0,2.8,13.25,0,0,0,0
2925210,Plato R-V School District,Wright County,Missouri,25210,3,1,1,457,369,415,1039,419,555,539,95.2,0.4,1.3,0.4,0,0,2.8,13.25,0,0,0,0
3100176,Johnson County Central Public Schools,Johnson County,Nebraska,176,3,1,2,194,195,175,452,217,247,538,74.2,0.9,1.1,21.2,0,0,2.6,11.025,0,0,0,0
3100176,Johnson County Central Public Schools,Nemaha County,Nebraska,176,3,1,2,194,195,175,452,217,247,538,74.2,0.9,1.1,21.2,0,0,2.6,11.025,0,0,0,0
3100176,Johnson County Central Public Schools,Otoe County,Nebraska,176,3,1,2,194,195,175,452,217,247,538,74.2,0.9,1.1,21.2,0,0,2.6,11.025,0,0,0,0
3100176,Johnson County Central Public Schools,Pawnee County,Nebraska,176,3,1,2,194,195,175,452,217,247,538,74.2,0.9,1.1,21.2,0,0,2.6,11.025,0,0,0,0
3300035,Gorham Randolph Shelburne Cooperative School Distr,Coos County,New Hampshire,35,3,3,3,89,25,61,233,71,128,397,90.4,0.8,1.3,3,0,0,4.5,10.23333333,0,0,0,0
3416560,Upper Freehold Regional School District,Monmouth County,New Jersey,16560,3,4,3,525,96,230,1353,415,716,2276,85.7,3.5,4.2,5.4,0,0,1.2,11.1,0,0,0,0
3700840,Edenton-Chowan Schools,Chowan County,North Carolina,840,3,2,2,636,321,395,1461,510,723,2026,44,45,0.3,7.3,0,0,3.4,14.7,0,0,0,0
3904983,Canton Local School District,Stark County,Ohio,4983,3,2,3,621,438,484,1676,836,1050,1999,84,7.4,0.4,1.3,0,0,6.9,19.43333333,0,0,0,0
3905041,Carlisle Local School District,Montgomery County,Ohio,5041,3,4,4,741,236,250,1676,836,1050,1593,94.7,0.4,0.4,2.2,0,0,2.3,19.525,0,0,0,0
3905041,Carlisle Local School District,Warren County,Ohio,5041,3,4,4,741,236,250,1676,836,1050,1593,94.7,0.4,0.4,2.2,0,0,2.3,19.525,0,0,0,0
3904651,Colonel Crawford Local School District,Crawford County,Ohio,4651,3,3,4,716,336,246,1676,836,1050,959,96.4,0.5,0.8,0.9,0,0,1.4,17.275,0,0,0,0
3904851,Eastern Local School District,Meigs County,Ohio,4851,3,2,4,629,501,241,1676,836,1050,806,96.8,0,0.6,1.2,0,0,1.4,16.5,0,0,0,0
3904979,Hardin-Houston Local School District,Shelby County,Ohio,4979,3,4,3,643,190,371,1676,836,1050,830,94.5,0.2,0.5,1,0,0,3.9,17.85,0,0,0,0
3904411,Heath City School District,Licking County,Ohio,4411,3,3,3,638,274,368,1676,836,1050,1693,86.7,2.1,0.7,2.1,0,0,8.4,21.325,0,0,0,0
3904688,Liberty Union-Thurston Local School District,Fairfield County,Ohio,4688,3,2,3,800,483,367,1676,836,1050,1262,94.5,0.7,0.6,1.6,0,0,2.6,18.03333333,0,0,0,0
3904745,McComb Local School District,Hancock County,Ohio,4745,3,2,3,672,459,338,1676,836,1050,721,85.4,0.7,1.2,10.7,0,0,1.9,17.86666667,0,0,0,0
